TR,K x,K y,time
16,0.00982542662755915,-0.0360869725818519,0.000153846153846154
16,0.0146454860372339,-0.03597046787652,0.000169230769230769
16,0.0192976018796159,-0.0347038328666545,0.000184615384615385
16,0.0235114100916989,-0.0323606797749979,0.0002
16,0.0270420194567664,-0.0290771841422224,0.000215384615384615
16,0.0296842437917635,-0.0250441707994838,0.000230769230769231
16,0.0312845266224349,-0.0204960238228551,0.000246153846153846
16,0.0317498653274533,-0.0156970649827763,0.000261538461538462
16,0.0310532161127205,-0.0109261923235272,0.000276923076923077
16,0.0292350656983798,-0.00646067162264684,0.000292307692307692
16,0.0264010783778049,-0.00256002271176302,0.000307692307692308
16,0.0227159551929429,0.000549062872705584,0.000323076923076923
16,0.01839386210842,0.00268589637765591,0.000338461538461538
16,0.0136859834641398,0.00372629280685402,0.000353846153846154
16,0.00886592405446505,0.00360978810152207,0.000369230769230769
16,0.00421380821208305,0.00234315309165658,0.000384615384615385
17,0,-0,0
17,-0.00260311662110619,-0.0040583654241676,1.53846153846154e-05
17,-0.00415936098676867,-0.00862176870828595,3.07692307692308e-05
17,-0.00457828983117325,-0.0134250014407781,4.61538461538462e-05
17,-0.00383555653262752,-0.0181889171942723,6.15384615384615e-05
17,-0.00197432605071727,-0.0226366545013045,7.69230769230769e-05
17,0.000897233664246417,-0.0265097270364575,9.23076923076923e-05
17,0.00461223799932471,-0.0295830459020339,0.000107692307692308
17,0.00895478440605419,-0.031678000976626,0.000123076923076923
17,0.0136724998717897,-0.0326728410861504,0.000138461538461538
17,0.0184912079218606,-0.0325097497395381,0.000153846153846154
17,0.023130862759688,-0.0311982052130414,0.000169230769230769
17,0.0273218245105564,-0.0288144297072699,0.000184615384615385
17,0.0308205297110316,-0.0254969595899476,0.0002
17,0.0334236463321378,-0.02143859416578,0.000215384615384615
17,0.0349798906978002,-0.0168751908816616,0.000230769230769231
17,0.0353988195422048,-0.0120719581491695,0.000246153846153846
17,0.0346560862436591,-0.0073080423956753,0.000261538461538462
17,0.0327948557617488,-0.00286030508864306,0.000276923076923077
17,0.0299232960467852,0.00101276744650989,0.000292307692307692
17,0.0262082917117069,0.00408608631208629,0.000307692307692308
17,0.0218657453049774,0.0061810413866784,0.000323076923076923
17,0.0171480298392419,0.00717588149620278,0.000338461538461538
17,0.0123293217891709,0.00701279014959054,0.000353846153846154
17,0.00768966695134357,0.00570124562309386,0.000369230769230769
17,0.00349870520047513,0.00331747011732233,0.000384615384615385
18,0,-0,0
18,-0.00151206048624752,-0.00457823319033525,1.53846153846154e-05
18,-0.00188454032561439,-0.00938529100446892,3.07692307692308e-05
18,-0.00109579234374572,-0.0141418047151878,4.61538461538462e-05
18,0.000808344293634532,-0.0185713430348487,6.15384615384615e-05
18,0.00371720808641689,-0.0224164772970297,7.69230769230769e-05
18,0.00746174644425454,-0.0254537422749072,9.23076923076923e-05
18,0.0118243404086331,-0.0275066231679758,0.000107692307692308
18,0.0165514518757266,-0.028455814000649,0.000123076923076923
18,0.0213683583094188,-0.0282461512519001,0.000138461538461538
18,0.025995118616526,-0.0268898197585931,0.000153846153846154
18,0.0301628423055884,-0.0244656445770549,0.000169230769230769
18,0.0336293164248571,-0.021114509957318,0.000184615384615385
18,0.0361930820986408,-0.0170311716626029,0.0002
18,0.0377051425848883,-0.0124529384722676,0.000215384615384615
18,0.0380776224242552,-0.00764588065813396,0.000230769230769231
18,0.0372888744423865,-0.00288936694741511,0.000246153846153846
18,0.0353847378050063,0.00154017137224583,0.000261538461538462
18,0.0324758740122239,0.00538530563442682,0.000276923076923077
18,0.0287313356543863,0.00842257061230428,0.000292307692307692
18,0.0243687416900078,0.010475451505373,0.000307692307692308
18,0.0196416302229142,0.0114246423380462,0.000323076923076923
18,0.014824723789222,0.0112149795892972,0.000338461538461538
18,0.0101979634821148,0.00985864809599024,0.000353846153846154
18,0.00603023979305238,0.00743447291445197,0.000369230769230769
